Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Analyst,CA$92k-CA$128k (Glassdoor Est.),"The Role
We are searching for a Data Analyst to join our growing team. The ideal candidate will be responsible for providing in-depth analysis of performance across all channels. You are a team player who believes in supporting the team to improve customer acquisition costs and assisting them in achieving targets. You will be working on the front lines translating business objectives and voluminous data into actionable strategy. Along with sharing our insatiable curiosity for culture, the ideal candidate comes with strong tactics to help accomplish business goals.

Responsibilities
Analyze the performance across multiple channels and deliver detailed insights to increase effectiveness, driving key performance metrics
Aggregate and analyze data across paid media platforms to develop hypotheses to optimize projects
Collaborate with our teams across all our offices to track performance, glean insights, and make informed decisions about optimizations
Provide insight on attribution to inform on touch points throughout the sales funnel
Advise cross functional teams to help with tagging campaigns and identifying patterns with web traffic and behaviours to improve tracking and reporting.
Leverage media platforms to conduct research and drive greater understanding of our audience.
Create data informed hypotheses for A/B testing and personalization.
Work with marketing software and tools such as Google Analytics, Tableau, Salesforce, Facebook Ads, Google Ads and LinkedIn Ads.
Define social influencer strategies, associated content approaches, and lead campaign ideation with broader account managers
Deploy successful SEM bidding strategies, placement mixes, and effective keyword management to hit target KPIs
Participate in cross-functional strategic planning that incorporates insights from the digital landscape, competitive intelligence, and data from our clients’ businesses together into impactful, integrated campaign proposals
Maintain a solid understanding of client objectives and draw a dotted line between digital media spend to marketing outcomes
Requirements
4+ years experience managing social campaigns in Facebook Business Manager, LinkedIn Ads, or DCM, experience with community management tools like Spredfast or Sprout a plus
2 years of experience managing search campaigns in Google Adwords required
Experience with SQL to extract, manipulate and discover insights in large data sets
Statistics and experimental methodology (e.g. A/B testing).
Ability to multitask and scale efforts across accounts, campaign objectives, and digital tasks
Previous experience documenting case studies that showcase campaign/project successes, ability to summarize learnings from client challenges to help better inform future work
To Apply
We celebrate diversity both of our work and our people. We simply look for great talent and are dedicated to building a workplace where everyone feels valued and part of the family.

Thank you for taking the time to apply for this opportunity. Please include your resume and links to your online portfolio with your application. Unfortunately, due to the number of applications we receive we are not able to contact everyone who applies. However, all applications are stored in our talent database and will be considered for future opportunities.",3.2,"Thinkingbox
3.2",Toronto,"Vancouver, Canada",1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (CAD),-1
Machine Learning Engineer,CA$92k-CA$128k (Glassdoor Est.),"About Us

We are changing the way water utilities and heavy industry manage our most precious resource: water. We provide water facilities with an Artificial Intelligence-driven platform to help their operational staff make smarter decisions in real-time when operating their critical processes (i.e. water treatment, pumping etc). In doing so, we are able to help facilities drive down their costs, enhance reliability and reduce risks to public safety.

The Right Candidate

We are looking for impact-minded software engineers – those who are passionate about making the world a better place through Artificial Intelligence. As a Machine Learning Engineer at EMAGIN, you will be responsible for deploying the data architecture behind billions of dollars in critical water infrastructure for Fortune 500 companies. We are looking for ambitious, energetic, and talented individuals to join our purpose-driven community as you bridge the technical and business worlds to deliver products for the global water industry. You will have the opportunity to build mission-critical systems for global high profile clients using cutting-edge cloud technologies in an agile environment.

What You Will Do

As a Machine Learning Engineer, you play a major role in a team of developers and engineers in deploying and supporting EMAGIN’s Hybrid Adaptive Real-time Intelligence (HARVI) application.

Work with domain experts to analyze and manage time-series data from the global water industry.
Work with data engineers, data scientists and domain experts to build, evaluate, deploy and maintain high-performance machine-learning models.
Work with back-end developers to design and build scalable and robust, computationally intensive technologies for near real-time execution.


What You’ll Need

Bachelors or advanced degree in Computer Science, Software Engineering, Data Science, Statistics/Mathematics or equivalent is required.
Masters level degree in Data Science (nice to have).
3+ years of experience with for data science and/or software engineering
Experience with Python Data science libraries (numpy, pandas, scipy, tensorflow/pytorch, scikit-learn, etc)
Proficiency in Python, Java, Scala, R, or equivalent
Extensive experience connecting to various data sources and structures: APIs, SQL, NoSQL, Blob Storage, etc.
Experience in the end to end modelling process (data analysis, data cleaning, feature engineering, modelling, testing/validation)
Experience building a time-series model using ML algorithms (preferred)
Strong knowledge of optimization, classification, clustering and other machine learning technologies
Experience supporting and working with cross-functional teams in a dynamic environment

Why we think you will love working with us.

Build something that makes a difference in the world. Have a big impact at an early-stage, VC-backed software startup. Work with a tight-knit community of experienced entrepreneurs creating socially-mindful technology.

Other perks include:

Employee Stock Option Plan
Competitive Salary
Monthly social events
Flexible hours
Centrally located at the Tannery District in Ontario's Start-up city alongside Google, D2L, Shopify.

If this sounds like your kind of challenge and you have the relevant experience to take them on, get in touch! Please apply with your résumé/CV and any links (Github)/attachments about relevant projects and related work.",4.0,"EMAGIN
4.0",Kitchener,"Kitchener, Canada",1 to 50 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Tenure-Track Assistant Professor in Statistics & Data Science,CA$92k-CA$128k (Glassdoor Est.),"Schedule Monday to Friday, 8:30 a.m. to 4:30 p.m.
Education Level Doctoral Degree
Career Level Tenure-Track Faculty Member

Job Description

Faculty of Science, Department of Mathematics & Statistics
Tenure-Track Assistant Professor in Statistics & Data Science
The Department of Mathematics & Statistics at McMaster University invites applications for a tenure-track position at the level of Assistant Professor in the area of Statistics and Data Science. The expected starting date for this position is July 1, 2020.

We seek candidates with a PhD in Statistics or a related field and a proven record of research excellence in Statistics and Data Science. The successful candidate will establish their own research program building on the current strengths of the department, supervise graduate students and teach at both graduate and undergraduate levels.

The Department of Mathematics & Statistics currently has 34.5 full-time faculty members and a rolling average of approximately 100 graduate students and 15 postdoctoral fellows. A number of researchers in our department have interests in computational statistics and data science and several are active members of the MacDATA Institute - McMaster’s data science institute – a large university-wide institute founded in 2015 that has a mandate to promote innovative research and training programs on big data and, in general, data science. For more information, please see our website: www.math.mcmaster.ca.

McMaster University is a globally renowned institution of higher learning and a research community committed to advancing human and societal health and well-being. Our focus on collaboratively exchanging ideas and approaches makes us uniquely positioned to pioneer ground-breaking solutions to real-world problems leading to a Brighter World. The Faculty of Science works to create global impact by advancing scientific discovery and knowledge, and promoting greater understanding. Our innovative, interdisciplinary approach generates new methods and insights, results, and lasting change.

We have a strong commitment to achieving diversity among faculty and staff that reflects the diversity of our student body. The successful candidate will be committed to inclusion and excellence and the Department is especially interested in candidates who can contribute, through their teaching and/or service, to the diversity of the academic community. Women, persons with disabilities, First Nations, Metis and Inuit persons, members of racialized communities and LGBTQ-identified persons are strongly encouraged to apply. Gender diversity is being addressed at McMaster University through our policies and actions. One recent action in this area was the completion of a gender pay equity study and a resultant base salary adjustment applied to all female faculty members in July 2015, as well as a recent commitment by McMaster to the nation-wide Dimensions EDI charter (http://www.nserc-crsng.gc.ca/NSERC-CRSNG/EDI-EDI/Dimensions_Dimensions_eng.asp).

Faculty members at McMaster University enjoy numerous personal and professional benefits. University employees are offered an excellent benefits package that includes, but is not limited to, extended health care benefits, dental care, group life, long term disability, worldwide travel assistance, and a retirement plan. Progressive policies are in place to assist faculty women and men who become parents or are needed to care for family members. Salary will be commensurate with qualifications and experience.

If interested in this position, please apply online by using the MathJobs website (http://www.mathjobs.org) or at www.workingatmcmaster.ca/careers (Faculty Positions, Job ID 29139). A complete application should include a curriculum vitae, a research statement, a statement of teaching philosophy and practice, and a statement describing the applicant’s commitment to and demonstrated experience advancing equity, diversity and inclusion in post-secondary education, community-based or other professional settings. Applicants should also provide three or more letters of recommendation, with at least one of them reporting on the candidate's teaching abilities. Preferably these letters will be submitted through the MathJobs website, but alternatively candidates can arrange for the letters of recommendation to be sent directly to:

Dr. Matheus R. Grasselli, Chair
Department of Mathematics & Statistics
McMaster University
1280 Main Street West
Hamilton, ON L8S 4M2

Please be advised that any full-time, permanent faculty member of the Department can request confidential access to the application materials, including the reference letters.

Review of complete applications will begin on November 1, 2019 and continue until the position is filled. The effective date of appointment is expected to be July 1, 2020. All applicants will receive an on-line confirmation of receipt of their application; however, only short-listed applicants will be contacted for interviews.

All qualified candidates are encouraged to apply; however, Canadian citizens and permanent residents will be given priority. To comply with the Government of Canada’s reporting requirements, the University is obliged to gather information about applicants’ status as either Permanent Residents of Canada or Canadian citizens. Applicants need not identify their country of origin or current citizenship; however, all applications MUST include one of the following statements:

Yes, I am a citizen or permanent resident of Canada
No, I am not a citizen or permanent resident of Canada.

Job applicants requiring accommodation to participate in the hiring process should contact the Human Resources Service Centre at 905-525-9140 ext. 222-HR (22247) to communicate accommodation needs.

Employment Equity Statement

McMaster University is located on the traditional territories of the Haudenosaunee and Mississauga Nations and, within the lands protected by the “Dish with One Spoon” wampum agreement.

In keeping with its Statement on Building an Inclusive Community with a Shared Purpose, McMaster University strives to embody the values of respect, collaboration and diversity, and has a strong commitment to employment equity. The diversity of our workforce is at the core of our innovation and creativity and strengthens our research and teaching excellence. The University seeks qualified candidates who share our commitment to equity, diversity and inclusion. While all qualified candidates are invited to apply, we particularly welcome applications from women, persons with disabilities, First Nations, Métis and Inuit peoples, members of visible minorities, and LGBTQ+ persons. Job applicants requiring accommodation to participate in the hiring process should contact the Human Resources Service Centre at 905-525-9140 ext. 222-HR (22247) or the Faculty of Health Sciences Human Resources office at ext. 22207 to communicate accommodation needs.",4.3,"McMaster University
4.3",Hamilton,"Hamilton, Canada",5001 to 10000 employees,1887,College / University,Colleges & Universities,Education,$1 to $2 billion (CAD),-1
Data Scientist & Analyst,CA$92k-CA$128k (Glassdoor Est.),"We are a data-driven company with a collegial atmosphere looking for team members who can do great work for application in the real world. We are seeking world-class researchers to visualize and explore data sets to develop and implement new trading algorithms. We draw ideas and inspiration from the broader math, science, and investment communities.

If you are smart, focused, and driven then you might just be the professional needed to complement our team and expand our reach.

About you

You are driven by intellectual challenges, curiosity, and solving problems. You continuously seek to understand new and better approaches to “clean,” analyze and interpret data to improve investment results. You love to conduct research and are driven to see your ideas put into practice by developing and implementing complex statistical quantitative mathematical models. For individuals currently living outside of Vancouver, we offer relocation assistance.

What You'll Do
Researching, evaluating and pragmatic modelling of large data sets to design, develop, test and implement computer-based algorithms
Originating, developing, and bringing research projects to completion
Identifying timely and unique data sets, diving deep into a diverse set of data domains, visualizing and exploring underlying data drivers, and developing data set features and forecasts
What You Bring
You must have a Ph.D. in mathematics, physics or related fields in quantitative disciplines with a Masters in the hard sciences (including if you will be graduating with a Ph.D. within the next 12 months)
Innate curiosity and resourcefulness
Be an exceptional critical thinker who is results-oriented and can practically evaluate your results
Demonstrated expertise in statistics and mathematical modelling
Good communications skills (both verbal and written)
Thrive in a performance-based environment
Require excellence of yourself and in the work you produce
Strong attention to detail
Nice to Have
Experience participating in national or international math, physics or computer science competitions is strongly preferred
Familiarity with Python, C++, R and kdb+ (Linux environment) and machine learning concepts
Legally entitled to work in Canada however for exceptional candidates we can provide immigration assistance",-1,NumerixS Quant,Vancouver,"Vancouver, Canada",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Applied Statistician - Data Science,CA$54k-CA$91k (Glassdoor Est.),"About Paytm Labs:
At Paytm Labs, we build technologies that empowers Paytm India, the world's fastest-growing mobile payments and commerce ecosystem. In addition to the Paytm Canada app. We use our skills and our biggest asset – data, to make our dent in this universe.

We are committed to offering the most transparent, secure, and personalized consumer experience to over 230 million users. We believe that this kind of scale and the unique problems that it presents attracts curious candidates like yourself.

Job Description:
As an Applied Statistician - Data Science, you are required to develop statistical data products in the domains of advertising technology and marketing automation primarily based on the python language using Jupyter Notebook and its related tools, and work with data stored in databases, S3 or CSV files. You will liaise with machine learning engineers, data scientists and business users to develop data products, which can be readily accessed and used both internally and externally.

You will collaborate with Machine Learning engineers to evaluate models and communicate the model performance in notebooks. You are passionated to write clean code and automate analysis. You possess exceptional communication skill to understand the requirements from both the engineers and the business users. You are skilled in the processing and cleaning data, creating statistical inference or predictive models, running experiments, plotting those results, creating reports and providing insights to stakeholders.

You will be working in the machine learning team and if you want to contribute to the mission critical applications using data-driven approach, this is the place for you.
Responsibilities
Develop data products, primarily based on the python language and associated tools
Suggest statistical approaches and conduct statistical analysis
Work closely with Machine Learning engineers for machine learning model development (that includes interpreting machine learning model predictions and select metrics for model offline and online evaluation)
Collaborate with business users to develop new data products
Interpreting data within the context of the project
Prepare reports from statistical analyses for review including graphs, tables, and interpretation
Qualifications
Minimum of a degree or equivalent in data analysis or numerical discipline (preferably a post-graduate degree in statistics), in addition to 1-3 years of relevant experience in industry focused on payment, advertising or marketing
Preparing analysis datasets and explore data prior to statistical analyses
Proficiency in python programming
Experience analyzing large amounts of data
Strong SQL programming skills
Experience with varied statistical methods and Bayesian methods
Strong interpersonal skills
Have basic knowledge in machine learning
Ability to work in a diverse team environment
Strong verbal and written communication skills
Ability to work independently with some supervision
Excellent attention to detail and proven ability to learn new skills
What we Offer!
We are proud to announce that we have been certified as a Great Place to Work!
A collaborative, open work environment that fosters ownership, creativity, and urgency
Enrolment in the Group Health Benefits plan right from Day 1, no waiting period
Fuel for the day: Weekly delivery of groceries and all types of snacks to our office
All types of signature drinks from coffee to lattes to cappuccinos
Catered lunch and desserts on a monthly basis!
Ping Pong and Pool: Become the next Paytm Labs Table Tennis/ Pool champ!
And so much more!
Don't have Paytm Canada App yet?
Check us out in the Google Play or App Store.

We thank all applicants, however, only those selected for an interview will be contacted.

Paytm Labs is committed to meeting the accessibility needs of all individuals in accordance with the Accessibility for Ontarians with Disabilities Act (AODA) and the Ontario Human Rights Code (OHRC). Should you require accommodations during the recruitment and selection process, please let us know. Paytm Labs is an equal opportunity employer.",3.8,"Paytm Labs
3.8",Toronto,"Toronto, Canada",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Jr. Data Science Developer,CA$54k-CA$91k (Glassdoor Est.),"The Opportunity

Are you familiar with Python? Do you consider yourself a data junkie with a passion for technology? Are you a team player willing to go the extra mile?

If your answer to these questions is “yes”, then we want to hear from you! Every day, SkyHive's start-up environment will present new challenges, opportunities to grow, and a place to build something truly unique.

We are looking for someone who is ambitious, eager to learn and can dive into high volumes of data. The ideal candidate will have a basic understanding in the foundation of data science or computer science and will be willing to take initiative and work hard to help support our core technology.

The Role
Help build machine learning models to improve content understanding, content ranking & recommendations.
Analyze data sources and perform data collection/annotation.
Improve the effectiveness of existing Natural Language Processing (NLP) pipelines.
Collaborating with project management and establishing estimates for dev work
Who are you?

Qualifications (Must haves)
Fluency in Python
Knowledge of and experience working with some machine learning tools such as: Tensorflow, PyTorch, Keras.
Have good developer skills supported by real-life experience
Self-starter instincts
Nice-to-haves
Familiar with Natural Language Processing
Exposure and experience working with major clouds: AWS, GCS, Azure
MongoDB or other NoSQL
Be a Kaggler
What we look for in all of our candidates
A strong work ethic and demonstrated commitment to delivering on-time to clients.
Accountability – a demonstrated “no-nonsense” attitude to delivering excellence to customers.
Detail-oriented – the ability to think critically about challenges and design efficient and effective solutions.
Integrity – keeping your commitments to the team, customers, and SkyHive stakeholders.
Compensation: $67,000-$87,000 (commensurate with experience)

Who are we?

SkyHive Technologies is a Vancouver-based artificial intelligence company that invented and commercialized a methodology called quantum labour analysis, which is the application of artificial intelligence to analyze a workforce or labour market at its most granular level. Its core technology applies natural language processing to process millions of supply, demand and training data points to determine real-time job-level labour market activity. It then uses proprietary machine learning methods to extract technical skills, soft skills, capabilities, methodologies, tools, and technologies from all job data. Data is then fed into a proprietary neural network that serves as the world’s first and only real-time, “live-streamed” job taxonomy and skills ontology, capturing labour market movements in real-time and at their most granular level.

Recognized as a top startup by Forbes, Startup Grind, and C100, SkyHive is an award-winning AI technology that deepens our understanding of labour markets, workforces and individuals, enabling new ways of acquiring, developing and engaging talent.

Established in 2017 with the mission of tackling global poverty and social inequality, SkyHive aims to utilize its exponential technology to stimulate economic empowerment and lifelong learning; ultimately fostering a stronger, more prepared, and more confident workforce to welcome a brighter tomorrow.

What do we offer?
Opportunity to get your foot in the door of a fast-growing tech company
Collaborative team environment
Comprehensive health benefits package (nothing comes off your cheque)
Three weeks’ paid vacation to start, paid holidays and birthday leave!
Stock options & gainsharing plan
Social Impact Organization with Certified B-Corp Status
Paid & unpaid volunteer time off
Charitable donation-matching program to support your favorite charity.
Opportunity to explore other departments as training and career continues.
Professional development assistance program
Beautiful office in A1 location (Views, view, views)
Numerous employee appreciation events throughout the year",4.9,"SkyHive Technologies
4.9",Vancouver,"Vancouver, Canada",1 to 50 employees,2017,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,CA$65k-CA$85k (Glassdoor Est.),"Who We Are

Tonal – the world’s most intelligent fitness system – enables you to be your strongest by providing an effective fitness program tailored to you, your goals, and your schedule. Combining cutting-edge, all-in-one equipment and personalized video guidance, it’s like having a personal trainer, on demand, in the convenience of your home.

At Tonal, we are applying our collective knowledge and creativity to reimagine fitness. We know firsthand that too many hurdles stand between each of us and our fitness goals. Drawing on decades of research and a diverse team of experts, we have created the most advanced strength training system available that makes working out more efficient, effective, and engaging.

We're passionate about building products that transform people's lives.

What You Will Do

Provide expert input on architecture of Tonal's data collection, analytics, infrastructure, and learning systems
Architect and build our AI and machine learning systems
Identify innovative opportunities for data-driven features
Improve real-time rep and set detection from time-series data
Develop algorithm to recommended weights to users over time
Use accelerometers and gyroscopes to detect users' weightlifting form
Analyze user behavior and engagement to inform feature roadmap and marketing
Implement algorithms in conjunction with embedded, front-end, and back-end teams

Who You Are

Advanced degree in mathematical field or equivalent experience
5+ years data science experience
Knowledge of machine learning, filtering, and cleansing techniques
Strong knowledge of Python and one of Java, C/C++, Kotlin, or Go
Working knowledge of backend software development, including RESTful APIs and databases
Team player with high integrity
Open to feedback and constantly striving to improve
High degree of self awareness

Extra Credit

Experience with gyros and accelerometers
Experience with computer vision
Experience as a software engineer",5.0,"Tonal
5.0",Toronto,"San Francisco, CA",51 to 200 employees,2015,Company - Private,"Health, Beauty & Fitness",Consumer Services,Unknown / Non-Applicable,-1
Clinical Scientist - Oncology (Home-Based US or,CA$65k-CA$85k (Glassdoor Est.),"Overview


We believe that our people are the future of the industry. We provide a culture in which our employees can enjoy personal satisfaction, professional achievement and have the ability to strategically map out long-term career plans. If you're ready to be a part of something inspiring join us and Discover Your PRA.

Who are we?

We Are PRA.

We are 17,000+ employees strong, operating in more than 90 countries. We are committed to saving lives and we are constantly striving to be the best at what we do. Our impact is real and we see it every single day. We are getting life saving drugs into the hands of those who need them most.

Who are you?

You are a leader that isn’t afraid to delegate, but also isn’t afraid to get your hands dirty. You look for new and innovative ways to problem solve. You are the ultimate planner and coordinator and are an excellent communicator. You have a serious passion for clinical development. You never settle for what is, but are always pushing clinical development forward to what it could be. You motivate others to do the same. Most of all, you want to do it in a place where you’re more than an employee number. A place you love working.

Still here? Good. Because if this is you, we’d really like to meet you.

The Clinical Scientist assists the CS Protocol Lead and study team with the clinical/scientific conduct of clinical studies.

Responsibilities


What you will be doing:
Assists the CS Protocol Lead and study team with the clinical/scientific conduct of clinical studies e.g., adjudication support, medical monitoring, imaging data reconciliation preparation of meeting materials, protocol deviation management
May support a single study or multiple studies
May lead a study with limited scope (e.g., Survival Follow-up)
May interact with internal and external stakeholders (study sites, committees, etc.) in support of clinical study objectives
Qualifications


What you need to have:

Educational Requirements
BS/BA/MS/PhD in Life Sciences with 2+ yrs relevant career experience
If no degree in Life Sciences, must have significant experience in clinical development (>5 years)
Minimum Years of Experience
Pharmaceutical experience beneficial but not required
TA (Oncology) specific experience beneficial
2 years medical monitoring experience preferred
Demonstrated oral and written communication skills
Excel and PP experience required
Ability to travel up to 15% (might include international travel)
To qualify, applicants must be legally authorized to work in the United States, and should not require, now or in the future, sponsorship for employment visa status
Position based remote in US or Canada

PRA is an EEO/AA employer and is committed to providing opportunities to minorities, women, veterans and individuals with disabilities.",3.7,"PRA Health Sciences
3.7",Canada,"Raleigh, NC",10000+ employees,1976,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (CAD),"PPD, Parexel, IQVIA"
Data Scientist Analyst (French).,CA$65k-CA$85k (Glassdoor Est.),"Data Scientist Analyst (French).

Remote for now until open fully, Then have to go to client site in Montreal.
Credit scorecard model development experience in financial services industry
Experience in risk model oversight, assessment, and management
Data extraction and manipulation experience
Proficient in Python, SQL, SAS, able to automate through macros in each language
7-10 years' experience in model development and/or assessment
Preferred Skills:
Agile project experience or experience with large scale analytical projects
Data QC proficiency. Have dealt with and resolved data quality issues
Technical writing skills, experience in specification documentation of models and attributes
Proficiency in MS Office VBA to automate high volume internal and customer facing documentation
Credit score migration experience preferred
Client facing skills, bilingual
Please send me Resume to
Vinay
vinay@atlantisitgroup.com
Atlantis IT Group Toronto",3.6,"Atlantis IT group
3.6",Montreal,"Somerset, NJ",1 to 50 employees,2007,Company - Private,IT Services,Information Technology,$1 to $5 million (CAD),-1
Sr.Analyst / Data Scientist,CA$90k-CA$91k (Glassdoor Est.),"Location:
1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5
The decision to join a company is a big one. We have opportunities for hard working, energetic and reliable people just like you.
Why is this role important?
Reporting to the Manager of Advanced Analytics (Replenishment Optimization), the Senior Supply Chain Analyst will develop machine learning models using diverse datasets (structured and unstructured) to augment the decision making of supply chain colleagues, help automate replenishment processes, and optimize the flow of inventory to stores and DCs.
Accountabilities:
-Apply Artificial Intelligence (AI)/ Machine Learning (ML)/ Deep Learning (DL) on large volume and variety of data to drive process improvement and automation in Supply Chain Replenishment
-Work with business stakeholders and IT teams to identify areas of business that would benefit from ML solutions
-Assess the available data by performing data exploration and visualizations
-Implement data pipeline to ingest, clean, format and aggregate data; overcome challenges related to missing or corrupted data
-Design scalable and deployable AI/ML/DL solutions; Partition data into training, validation and test sets, train and assess ML models, adjust hyperparameters etc.
-Track model performance over time and identify techniques to improve model performance
-Communicate ML theory, model design, results and its impacts to a variety of stakeholders
-Research new breakthroughs and industry applications of AI
-Additionally, act at as the organization’s data champion by identifying opportunities for novel data collection and approaches to improve data integrity
Qualifications:
-Post-secondary education in a quantitative discipline such as Computer Science, Engineering, Statistics, Machine Learning, Applied Math or Operations Research
-Strong understanding of data science and AI/ML concepts
-Proficiency in MS Office, SQL, Python, R or any other programming language
-Knowledge of big data systems – Hadoop, Teradata, Spark and/or Azure preferred
-Experience with enterprise supply chain solutions (JDA, SAP) is beneficial
-Creative problem solver with a passion for applying analytics to solve business problems
-Strong verbal and written communication skills
-Demonstrated ability to effectively manage multiple projects/priorities and meet deadlines, under pressure in a fast-paced environment
How You’ll Succeed:
At Loblaw, we seek great people to continually strengthen our culture. We believe great people model our values, are authentic, build trust and make connections.
If that sounds like you, and you are open-minded, responsive to change and up to the challenges provided in a fast-paced retail environment, apply today.
In addition, we believe that compliance with laws is about doing the right thing. Upholding the law is part of our Code of Conduct – it reinforces what our customers and stakeholders expect of us.
Employment Type:
Full time
Type of Role:
Regular
Loblaw recognizes Canada's diversity as a source of national pride and strength. We have made it a priority to reflect our nation’s evolving diversity in the products we sell, the people we hire, and the culture we create in our organization. Accommodation is available upon request for applicants with disabilities in the recruitment and assessment process and when hired.
Please Note: If you have Employee Self Service (ESS) on Workday, apply to this job via the Workday application.",3.5,"Loblaw
3.5",Brampton,"Brampton, Canada",10000+ employees,-1,Company - Public,Vehicle Dealers,Retail,$10+ billion (CAD),-1
Machine Learning Engineer,CA$60k-CA$99k (Glassdoor Est.),"ABOUT MOBSQUAD

We are a well-funded, hyper-growth, scale-up looking for an experienced Machine Learning Engineer. If you've ever dreamed of working with a top tier technology company scale-up, on leading edge technologies, backed by the very best venture capitalists in the world, then this is your chance.

Some details about MobSquad:
MobSquad solves the significant and growing technology talent shortage faced by US-based start-ups and scale-ups by enabling our clients to quickly have a turnkey ""virtual"" Canadian subsidiary, where Canadian-based software engineers serve our clients individually on an exclusive basis
We've been featured on the front page of The Washington Post, on NPR multiple times, The Financial Times (UK), The Globe and Mail, the Calgary Herald, BetaKit, CBC, Global News, and many other places. other media outlets
We're a Certified B Corporation, were recognized as the third Best Place to Work in Canada in 2020, and have made numerous contributions to charitable organizations as well as a financial commitment to the Upside Foundation. We believe we are playing a key role in enhancing Canada's innovation economy, and have received financial support from the Government of Canada, Province of Alberta, Province of Nova Scotia, and City of Calgary, to support this ambition
You can learn more about us on our website
ABOUT THE ROLE

As a Machine Learning Engineer, you will be part of a Canada-based team working remotely for a leading US start-up. Your team will operate alongside many other talented developers and data scientists in Canada, and you will be an integral part of the tech community that MobSquad has built.

This role requires someone who has demonstrated an ability to use data to train models which can be used to automate processes such as image classification, speech recognition, and forecasting. The ideal candidate has deployed or attempted to execute Artificial Intelligence theories from various Machine Learning (ML) models and algorithms, and they also have familiarity with data science engineering. The candidate should be able to apply their analytical skills to develop large-scale ML models that reveal the value in data. They are able to understand business objectives from a broader team and build customized models and processes to enable delivery of the business objectives.

ABOUT YOU
You have an advanced degree (M.S. or PhD) in Computer Science, Engineering, Mathematics, Physics, or a comparable analytical field from an accredited institution
You have over five years of experience working with deep learning frameworks (TensorFlow, Keras)
You have over five years of experience with relevant languages (Python, Java) and libraries (scikit-learn, Pandas)
You have over five years of experience developing unique algorithms
You have strong experience creating and deploying machine learning models
You have demonstrated knowledge of relevant libraries and operating systems (OpenCV, Linux)
You have knowledge of SQL (MySQL, PostgreSQL) and NoSQL (MongoDB, Cassandra, HBase) databases
You have strong attention to detail, translating to strength in data quality verification to enable clean data at all times
You have work/project history reflective of a self-motivated professional who excels when given open-ended problems and broadly-defined goals, having an innate desire to build models and algorithms that reveal the patterns and relationships in data that can be leveraged to provide business value
WHAT YOU'LL GET @MOBSQUAD
A full-time position that offers competitive compensation
A benefits program delivered through our bespoke digital platform, giving you control, choice, and flexibility. We give you the ability to build your package of benefits covering health (e.g., medical, dental, vision), wellness (e.g., gym, workout gear, massage, transit), and RRSP (retirement savings)
A downtown office location with first-rate amenities, surrounded by great restaurants and easily-accessible transit
For international candidates, sponsorship for an immediate work permit, expedited permanent residency, and Canadian citizenship within four years
At MobSquad, we support and encourage building a work environment that is diverse, inclusive, and safe for all. We invite and welcome applicants of all backgrounds, regardless of race, religion, sexual orientation, gender identity, national origin, or disability.",5.0,"MobSquad
5.0",Calgary,"Calgary, Canada",1 to 50 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
